시설종류,대상시설명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자
초등학교,다다예술학교,충청북도 청주시 상당구 낭성면 단재로 1796,충청북도 청주시 상당구 낭성면 추정리 266,36.59097929,127.6114341,청주시,상당,N,,4~8,2020-07-17
어린이집,방서어린이집,충청북도 청주시 상당구 단재로317번길 33-11 (방서동),충청북도 청주시 상당구 방서동58-2,36.60302841,127.5045925,청주시,상당,Y,2,4~8,2020-07-17
유치원,샛별유치원,충청북도 청주시 상당구 중흥로 87 (용암동),충청북도 청주시 상당구 용암동2099,36.61315731,127.5054007,청주시,상당,Y,5,4~8,2020-07-17
어린이집,수안들어린이집,충청북도 청주시 청원구 향군로136번길 21 (내덕동),충청북도 청주시 청원구 내덕1동 657-3,36.65739234,127.4809095,청주시,청원,Y,3,4~8,2020-07-17
어린이집,우미어린이집,충청북도 청주시 상당구 낙영로16번길 3 (용암동),충청북도 청주시 상당구 용암동2352,36.61712393,127.5084045,청주시,상당,Y,3,4~8,2020-07-17
어린이집,창릉어린이집,충청북도 청주시 상당구 수영로136번길 66 (영운동),충청북도 청주시 상당구 영운동91-1,36.61978072,127.5032484,청주시,상당,Y,,4~8,2020-07-17
유치원,청주유치원재능개발원(재능개발어린이집 앞),충청북도 청주시 상당구 이정골로 50 (용정동),충청북도 청주시 상당구 용정동 176,36.63146561,127.521902,청주시,상당,Y,2,4~8,2020-07-17
어린이집,대성어린이집(구나이팅게일어린이집),충청북도 청주시 흥덕구 사운로321번길 20 (신봉동),충청북도 청주시 흥덕구 신봉동159,36.65513429,127.4686601,청주시,흥덕,N,,4~8,2020-07-17
어린이집,남들어린이집,충청북도 청주시 서원구 수영로 11 (수곡동),충청북도 청주시 서원구 수곡동 69,36.61547153,127.4871996,청주시,상당,Y,2,4~8,2020-07-17
어린이집,늘푸른어린이집,충청북도 청주시 서원구 1순환로614번길 45 (사창동),충청북도 청주시 서원구 사창동129-2,36.63792465,127.4570388,청주시,청원,Y,3,4~8,2020-07-17
어린이집,미평어린이집,충청북도 청주시 서원구 궁뜰로 19-11 (미평동),충청북도 청주시 서원구 미평동 84-1,36.60094295,127.4797766,청주시,상당,Y,1,4~8,2020-07-17
어린이집,발산어린이집,충청북도 청주시 흥덕구 경산로50번길 12 (가경동),충청북도 청주시 흥덕구 가경동164-16,36.62411985,127.4377016,청주시,흥덕,Y,2,4~8,2020-07-17
어린이집,서청주어린이집,충청북도 청주시 흥덕구 신성로 84 (신성동),충청북도 청주시 흥덕구 신성동63-4,36.6533671,127.4153115,청주시,흥덕,Y,2,4~8,2020-07-17
어린이집,예담어린이집,충청북도 청주시 서원구 매봉로60번길 34-3 (수곡동),충청북도 청주시 서원구 수곡동 218-4,36.6151108,127.4801639,청주시,상당,Y,2,4~8,2020-07-17
어린이집,이든어린이집(구한성어린이집),충청북도 청주시 흥덕구 장구봉로137번길 25 (복대동),충청북도 청주시 흥덕구 복대2동 2339,36.62570914,127.4484477,청주시,흥덕,Y,4,4~8,2020-07-17
어린이집,보람어린이집,충청북도 청주시 흥덕구 가경로 140 (가경동),충청북도 청주시 흥덕구 가경동 1510,36.62747202,127.4377116,청주시,흥덕,N,,4~8,2020-07-17
초등학교,서현초교,충청북도 청주시 흥덕구 서현중로 7 (가경동),충청북도 청주시 흥덕구 가경동1917,36.61926582,127.4294286,청주시,흥덕,Y,11,4~8,2020-07-17
유치원,서현초교 병설유치원,충청북도 청주시 흥덕구 서현중로 7 (가경동),충청북도 청주시 흥덕구 가경동1917,36.61926582,127.4294286,청주시,흥덕,Y,,4~8,2020-07-17
어린이집,청주숲어린이집(구한사랑어린이집(구소망어린이집)),충청북도 청주시 흥덕구 1순환로 471 (신봉동),충청북도 청주시 흥덕구 신봉동528-1,36.64951751,127.4679864,청주시,흥덕,Y,2,4~8,2020-07-17
특수학교,청주성신학교,충청북도 청주시 흥덕구 서부로 837-42 (현암동),충청북도 청주시 흥덕구 현암동 산 5-83,36.59790225,127.399207,청주시,흥덕,Y,5,4~8,2020-07-17
초등학교,옥산초소로분교,충청북도 청주시 흥덕구 옥산면 소로1길 65,충청북도 청주시 흥덕구 옥산면 소로리 313-1,36.68869551,127.4037844,청주시,흥덕,Y,10,4~8,2020-07-17
유치원,옥산초소로분교 병설유치원,충청북도 청주시 흥덕구 옥산면 소로1길 65,충청북도 청주시 흥덕구 옥산면 소로리 313-1,36.68869551,127.4037844,청주시,흥덕,Y,,4~8,2020-07-17
초등학교,직지초교,충청북도 청주시 흥덕구 공단로 99번길 22,충청북도 청주시 흥덕구 복대동 268-1,36.64007312,127.4377963,청주시,흥덕,Y,4,4~8,2020-07-17
유치원,직지초교 병설유치원,충청북도 청주시 흥덕구 공단로 99번길 22,충청북도 청주시 흥덕구 복대동 268-1,36.64007312,127.4377963,청주시,흥덕,Y,,4~8,2020-07-17
어린이집,죽림어린이집,충청북도 청주시 서원구 2순환로1502번길 31 (성화동),충청북도 청주시 서원구 성화동 212-1,36.60601226,127.4469879,청주시,흥덕,Y,3,4~8,2020-07-17
어린이집,초대어린이집(구개나리어린이집),충청북도 청주시 서원구 안뜸로 10 (분평동),충청북도 청주시 서원구 분평동 274-7,36.61173285,127.4784976,청주시,상당,Y,1,4~8,2020-07-17
어린이집,리틀영재어린이집(구자연어린이집),충청북도 청주시 서원구 청남로2142번길 18 (모충동),충청북도 청주시 서원구 모충동 95-30,36.62291307,127.4893973,청주시,상당,Y,3,4~8,2020-07-17
어린이집,새충북어린이집,충청북도 청주시 흥덕구 봉명로227번길 28 (봉명동),충청북도 청주시 흥덕구 봉명1동 1025,36.6410676,127.4671585,청주시,흥덕,Y,3,4~8,2020-07-17
어린이집,시온어린이집(구시온몬테소리어린이집),충청북도 청주시 흥덕구 가로수로1380번길 30-2 (복대동),충청북도 청주시 흥덕구 복대1동 980-28,36.6326523,127.4462317,청주시,흥덕,Y,2,4~8,2020-07-17
어린이집,아름드리어린이집,충청북도 청주시 흥덕구 죽천로131번길 8-1 (복대동),충청북도 청주시 흥덕구 복대1동 221-29,36.63842684,127.4375276,청주시,흥덕,Y,2,4~8,2020-07-17
어린이집,청주영재어린이집,충청북도 청주시 흥덕구 천석로77번길 12 (봉명동),충청북도 청주시 흥덕구 봉명1동 770-2,36.64252622,127.4648533,청주시,흥덕,Y,2,4~8,2020-07-17
어린이집,큰빛어린이집,충청북도 청주시 서원구 매봉로76번길 49 (수곡동),충청북도 청주시 서원구 수곡동 201-46,36.617017,127.4812042,청주시,상당,Y,2,4~8,2020-07-17
어린이집,키즈아이어린이집,충청북도 청주시 흥덕구 덕암로41번길 44 (봉명동),충청북도 청주시 흥덕구 봉명2동 2420-1,36.65507815,127.4590102,청주시,흥덕,Y,1,4~8,2020-07-17
어린이집,해오름어린이집,충청북도 청주시 흥덕구 주봉로34번길 52 (비하동),충청북도 청주시 흥덕구 비하동 439,36.63018358,127.4173561,청주시,흥덕,Y,1,4~8,2020-07-17
어린이집,행복한어린이집,충청북도 청주시 서원구 성화로 7 (성화동),충청북도 청주시 서원구 성화동232-8,36.60691221,127.4492196,청주시,흥덕,Y,3,4~8,2020-07-17
어린이집,가경홍익어린이집,충청북도 청주시 흥덕구 가경로 140 (가경동),충청북도 청주시 흥덕구 가경동1510(1층),36.62747202,127.4377116,청주시,흥덕,N,,4~8,2020-07-17
초등학교,옥포초등학교,충청북도 청주시 서원구 현도면 죽전1길 45-7,충청북도 청주시 서원구 현도면 죽전리 622,36.49696412,127.415832,청주시,흥덕,Y,,4~8,2020-07-17
유치원,옥포초교 병설유치원,충청북도 청주시 서원구 현도면 죽전1길 45-7,충청북도 청주시 서원구 현도면 죽전리 622,36.49696412,127.415832,청주시,흥덕,Y,6,4~8,2020-07-17
어린이집,갈릴리어린이집,충청북도 청주시 청원구 1순환로1895번길 41 (율량동),충청북도 청주시 청원구 율량동199,36.65807242,127.5114742,청주시,청원,Y,4,4~8,2020-07-17
어린이집,아이세상어린이집(청주리라유치원 중복지정),충청북도 청주시 청원구 충청대로57번길 24-1,충청북도 청주시 청원구 내덕2동419-7,36.66227126,127.4901385,청주시,청원,Y,2,4~8,2020-07-17
어린이집,청주YWCA어린이집,충청북도 청주시 청원구 율봉로212번길 54 (율량동),충청북도 청주시 청원구 율량동1014-1,36.66592686,127.4917322,청주시,청원,Y,3,4~8,2020-07-17
초등학교,내곡초등학교,충청북도 청주시 흥덕구 송화로214번길 30,충청북도 청주시 흥덕구 송절동 849,36.66682612,127.456901,청주시,흥덕,Y,1,4~8,2020-07-17
유치원,내곡초등학교 병설유치원,충청북도 청주시 흥덕구 송화로214번길 30,충청북도 청주시 흥덕구 송절동 849,36.66682612,127.456901,청주시,흥덕,N,,4~8,2020-07-17
유치원,성안나유치원,충청북도 청주시 상당구 교동로 3번길 100(수동천주교회내),충청북도 청주시 상당구 수동351-6,36.64179664,127.4912656,청주시,상당,Y,2,4~8,2020-07-17
유치원,아이림유치원,충청북도 청주시 상당구 중고개로273번길 34 (금천동),충청북도 청주시 상당구 금천동46,36.62743961,127.5068176,청주시,상당,Y,1,4~8,2020-07-17
어린이집,보림어린이집,충청북도 청주시 상당구 영운천로 119 (영운동),충청북도 청주시 상당구 영운동33-12,36.62097428,127.510764,청주시,상당,Y,3,4~8,2020-07-17
유치원,사랑가득한유치원,충청북도 청주시 상당구 중고개로216번길 35 (용정동),충청북도 청주시 상당구 용정동 775,36.62437998,127.5142477,청주시,상당,Y,3,4~8,2020-07-17
어린이집,용정어린이집,충청북도 청주시 상당구 1순환로1514번길 17 (용정동),충청북도 청주시 상당구 용정동230-1,36.62793562,127.5213461,청주시,상당,Y,1,4~8,2020-07-17
초등학교,비상초등학교,충청북도 청주시 청원구 내수읍 세교초정로 171,충청북도 청주시 청원구 내수읍 비상리 200,36.71114848,127.5820811,청주시,청원,Y,7,4~8,2020-07-17
유치원,비상초교 병설유치원,충청북도 청주시 청원구 내수읍 세교초정로 171,충청북도 청주시 청원구 내수읍 비상리 200,36.71114848,127.5820811,청주시,청원,Y,,4~8,2020-07-17
유치원,꿈나무유치원,충청북도 청주시 상당구 용암북로 6번길 25,충청북도 청주시 상당구 용암동 674-1,36.61445655,127.5024626,청주시,상당,Y,2,4~8,2020-07-17
어린이집,호산나어린이집,충청북도 청주시 흥덕구 옥산면 청주역로 646-8,충청북도 청주시 흥덕구 옥산면 가락리 762-2,36.66589253,127.3754147,청주시,흥덕,Y,3,4~8,2020-07-17
유치원,꿀참나무숲 유치원,충청북도 청주시 상당구 낙가산로 99 (용암동),충청북도 청주시 상당구 용암동 39-4,36.62303497,127.5324209,청주시,상당,Y,2,4~8,2020-07-17
유치원,무궁화유치원,충청북도 청주시 청원구 율봉로 77,충청북도 청주시 청원구 사천동 229-1,36.66644042,127.4789256,청주시,청원,Y,4,4~8,2020-07-17
유치원,오송유치원,충청북도 청주시 흥덕구 오송읍 오송생명3로 101,충청북도 청주시 흥덕구 오송읍 연제리 735,36.62874317,127.3255716,청주시,흥덕,Y,7,4~8,2020-07-17
유치원,이레유치원/어린이집,충청북도 청주시 흥덕구 신율로111번길 31-1 (복대동),충청북도 청주시 흥덕구 복대동 2172,36.62752914,127.4446749,청주시,흥덕,Y,2,4~8,2020-07-17
어린이집,이레어린이집/이레유치원,충청북도 청주시 흥덕구 신율로111번길 31-1 (복대동),충청북도 청주시 흥덕구 복대2동 2172,36.62752914,127.4446749,청주시,흥덕,N,,4~8,2020-07-17
어린이집,동명어린이집,충청북도 청주시 서원구 안뜸로53번길 1 (분평동),충청북도 청주시 서원구 분평동 249-7,36.61224405,127.4831239,청주시,상당,Y,4,4~8,2020-07-17
어린이집,봉명어린이집,충청북도 청주시 흥덕구 백봉로170번길 13 (봉명동),충청북도 청주시 흥덕구 봉명2동 1872,36.64862182,127.4544799,청주시,흥덕,Y,3,4~8,2020-07-17
어린이집,청주LG 어린이집,충청북도 청주시 흥덕구 월명로 101 (봉명동),충청북도 청주시 흥덕구 봉명동 237-20,36.64377028,127.4534995,청주시,흥덕,Y,3,4~8,2020-07-17
초등학교,청원초등학교,충청북도 청주시 청원구 오창읍 과학산업3로 228,충청북도 청주시 청원구 오창읍 각리 639-11,36.70960143,127.4305575,청주시,청원,Y,5,4~8,2020-07-17
유치원,대청유치원,충청북도 청주시 흥덕구 흥덕로162번길 25 (운천동),충청북도 청주시 흥덕구 운천동 1569,36.64723303,127.4777778,청주시,흥덕,Y,2,4~8,2020-07-17
어린이집,시립365어린이집,충청북도 청주시 흥덕구 송절로124번길 17 (봉명동),충청북도 청주시 흥덕구 봉명동 2314,36.6579267,127.4624809,청주시,흥덕,Y,3,4~8,2020-07-17
어린이집,청주온누리어린이집(구엘리트어린이집),충청북도 청주시 서원구 두꺼비로45번길 11,충청북도 청주시 서원구 산남동 1010,36.60820531,127.4654297,청주시,상당,Y,3,4~8,2020-07-17
어린이집,자연어린이집,충청북도 청주시 서원구 모충로104번길 57 (모충동),충청북도 청주시 서원구 모충동 410-2,36.62814479,127.4774632,청주시,상당,Y,3,4~8,2020-07-17
어린이집,좋은친구 어린이집,충청북도 청주시 상당구 교동로139번길28(용담동),충청북도 청주시 상당구 용담동 131-5,36.63616491,127.504558,청주시,상당,Y,2,4~8,2020-07-17
어린이집,삼성누리애어린이집,"충청북도 청주시 청원구 주성로96번길 29 (율량동, 삼성아파트)",충청북도 청주시 청원구 율량동 1180,36.66767116,127.4794209,청주시,청원,Y,5,4~8,2020-07-17
어린이집,마주어린이집,충청북도 청주시 흥덕구 호암로 89 (강서동),충청북도 청주시 흥덕구 강서동 224-2,36.6125471,127.4223314,청주시,흥덕,Y,3,4~8,2020-07-17
초등학교,양청초등학교,충청북도 청주시 청원구 오창읍 양청택지3길 15,충청북도 청주시 청원구 오창읍 양청리 702,36.72013779,127.4254091,청주시,청원,N,,4~8,2020-07-17
유치원,양청초등학교 병설유치원,충청북도 청주시 청원구 오창읍 양청택지3길 15,충청북도 청주시 청원구 오창읍 양청리 702,36.72013779,127.4254091,청주시,청원,N,,4~8,2020-07-17
어린이집,미소나라 어린이집,충청북도 청주시 상당구 명암로 7-10 (용담동),충청북도 청주시 상당구 용담동 87-11,36.63769127,127.5084099,청주시,상당,Y,1,4~8,2020-07-17
어린이집,아이큰숲어린이집/유엔아이어린이집,충청북도 청주시 상당구 명암로 11,충청북도 청주시 상당구 용담동76-30,36.63800735,127.508644,청주시,상당,Y,1,4~8,2020-07-17
유치원,꿈가득한 유치원,충청북도 청주시 서원구 장전로20번길 23(성화동),충청북도 청주시 서원구 성화동 822,36.61610595,127.4505517,청주시,흥덕,Y,3,4~8,2020-07-17
어린이집,오창엘리트어린이집,충청북도 청주시 청원구 오창읍 양청송대길 117,충청북도 청주시 청원구 오창읍 양청송대길117,36.72088554,127.4446886,청주시,청원,Y,3,4~8,2020-07-17
어린이집,가온누리어린이집,충청북도 청주시 청원구 내수읍 원마산길 27-2,충청북도 청주시 청원구 내수읍 도원리122,36.71541537,127.5362051,청주시,청원,Y,4,4~8,2020-07-17
어린이집,동심어린이집,충청북도 청주시 청원구 내수읍 은곡4길35,충청북도 청주시 청원구 내수읍 마산리188-16,36.71704146,127.5304677,청주시,청원,Y,3,4~8,2020-07-17
초등학교,단재초등학교,충청북도 청주시 상당구 단재로 350,충청북도 청주시 상당구 방서동 600-20,36.59934832,127.5002859,청주시,상당,N,,4~8,2020-07-17
유치원,단재초등학교 병설유치원,충청북도 청주시 상당구 단재로 350,충청북도 청주시 상당구 방서동 600-20,36.59934832,127.5002859,청주시,상당,N,,4~8,2020-07-17
어린이집,지오숲어린이집,충청북도 청주시 서원구 대림로 421번길34-2,충청북도 청주시 서원구 죽림동 117,36.60753209,127.4395795,청주시,흥덕,Y,3,4~8,2020-07-17
초등학교,중앙초교,충청북도 청주시 청원구 율봉로 287(율량동),충청북도 청주시 청원구 율량동 2105,36.66732654,127.5009716,청주시,청원,Y,4,4~8,2020-07-17
유치원,중앙초교 병설유치원,충청북도 청주시 청원구 율봉로 285번길 15(율량동),충청북도 청주시 청원구 율량동 2093,36.66750067,127.4998497,청주시,청원,Y,,4~8,2020-07-17
초등학교,창리초등학교,충청북도 청주시 청원구 오창읍 2산단2로 32,충청북도 청주시 청원구 오창읍 주성리566,36.7365768,127.4492127,청주시,청원,Y,3,4~8,2020-07-17
유치원,창리초등학교 병설유치원,충청북도 청주시 청원구 오창읍 2산단2로 32,충청북도 청주시 청원구 오창읍 주성리566,36.7365768,127.4492127,청주시,청원,Y,3,4~8,2020-07-17
초등학교,수성초등학교(구성분교),충청북도 청주시 청원구 내수읍 충청대로 452,충청북도 청주시 청원구 내수읍 구성리 266,36.68990407,127.5147195,청주시,청원,Y,2,4~8,2020-07-17
초등학교,신송초등학교,충청북도 청주시 상당구 남일면 신송2길 46,충청북도 청주시 상당구 남일면 신송리 411,36.57550089,127.4933167,청주시,상당,Y,3,4~8,2020-07-17
어린이집,선해어린이집,충청북도 청주시 흥덕구 오송읍 쌍청2길 12,충청북도 청주시 흥덕구 오송읍 쌍청리 108-18,36.64096263,127.3460012,청주시,흥덕,N,,4~8,2020-07-17
유치원,사직유치원,충청북도 청주시 서원구 호국로59번길 7 (사직동),충청북도 청주시 서원구 사직동 649-7,36.63351851,127.4749113,청주시,흥덕,Y,5,4~8,2020-07-17
유치원,미호유치원,충청북도 청주시 흥덕구 강내면 사인1길 78,충청북도 청주시 흥덕구 강내면 사인리 260-5,36.62912946,127.3698295,청주시,흥덕,N,,4~8,2020-07-17
유치원,씨에이유치원,충청북도 청주시 서원구 예체로1번길 6,충청북도 청주시 서원구 개신동438-66,36.62635967,127.4686066,청주시,청원,N,,4~8,2020-07-17
유치원,신평유치원,충청북도 청주시 청원구 오창읍 신평중신1길 37,충청북도 청주시 청원구 오창읍 신평리 637-5,36.69944051,127.4374479,청주시,청원,N,,4~8,2020-07-17
어린이집,강외오송어린이집,충청북도 청주시 흥덕구 오송읍 가로수로 150,충청북도 청주시 흥덕구 오송읍 오송리 242-1,36.60848488,127.3218694,청주시,흥덕,N,,4~8,2020-07-17
특수학교,충주성심학교 청주분원,충청북도 청주시 흥덕구 강내면 저산길 31,충청북도 청주시 흥덕구 강내면 저산리 200-3,36.56573244,127.3544549,청주시,흥덕,N,,4~8,2020-07-17
